date,cost_plan,cost_adjust_up,cost_adjust_down,cost_emergency,cost_total,energy_g0,energy_final_commitment,energy_up,energy_down,adjustment_churn,energy_emergency,energy_waste,charge_energy,discharge_energy,soc_0000,soc_0600,soc_1200,soc_1800,soc_2400,terminal_proxy_soc_0000,terminal_proxy_soc_0600,terminal_proxy_soc_1200,terminal_proxy_soc_1800
2025-02-01,39404.24616495863,0.0,-1545.1230303586367,0.0,37859.1231346,65596.62843113228,59763.85547633737,0.0,5832.772954794912,0.0,0.0,25420.00567802397,9941.525605158244,9975.851740178176,6000.0,10232.240740740739,10800.0,10800.0,3863.093333333336,1200.0,1200.0,1200.0,1200.0
2025-02-02,66896.09751574749,0.0,-1394.6831341713146,41.3719163949453,65542.78629797112,101592.41507544297,96483.0786287788,0.0,5109.336446664165,0.0,19.179518220857062,16339.7172946677,16514.398533664764,14708.1356313328,3863.093333333336,10799.999999999873,9664.529129689081,10800.0,2383.679089928512,1200.0,1200.0,1200.0,1200.0
2025-02-03,60964.42109923952,0.0,-2441.0008531925578,1060.923316168036,59584.34356221499,95580.1925077695,88579.50109526017,0.0,7000.691412509338,0.0,251.31691492844226,5257.889115712381,21658.09075433934,18302.07835986311,2383.679089928512,10794.732357355737,6442.092627499831,10800.0,1540.3181467638008,1200.0,1200.0,1200.0,1200.0
2025-02-04,62899.7442620635,0.0,-2246.3078191643117,487.3292261133319,61140.765669012515,98360.65329170058,91445.59025304012,0.0,6915.063038660463,0.0,179.6497525093762,6042.726661289835,22588.07334689081,18200.423952631143,1540.3181467638008,10800.0,5957.5161908116115,10800.0,1646.8908782642616,1200.0,1200.0,1200.0,1200.0
2025-02-05,58235.145719889304,0.0,-888.2097011362073,1160.909745637887,58507.845764390986,92027.07732105085,89725.84994868908,0.0,2301.2273723617664,0.0,251.4702916438078,5131.398375970735,22787.100796778665,18689.605915749835,1646.8908782642616,10781.234174906109,6746.302612881475,10800.0,1389.0528000874665,1200.0,1200.0,1200.0,1200.0
2025-02-06,62723.16194274648,0.0,-2938.7317592453182,700.0681885291218,60484.498372030284,98248.43892894349,89163.64038231949,0.0,9084.798546624002,0.0,181.20080272429294,4652.304427401139,22329.4709561873,17907.99141521132,1389.0528000874665,10799.999999999993,5021.34009936847,10800.0,1587.8084215323474,1200.0,1200.0,1200.0,1200.0
2025-02-07,31400.775175473707,0.0,-2154.351997091687,0.0,29246.42317838202,56955.96967769871,49036.08048635248,0.0,7919.88919134623,0.0,0.0,13118.450692432858,17363.525251795327,13251.575124542369,1587.8084215323474,10250.77037037037,7515.095756160621,10546.280602360332,2491.008787545515,1200.0,1200.0,1200.0,1200.0
