date,cost_plan,cost_adjust_up,cost_adjust_down,cost_emergency,cost_total,energy_g0,energy_final_commitment,energy_up,energy_down,adjustment_churn,energy_emergency,energy_waste,charge_energy,discharge_energy,soc_0000,soc_0600,soc_1200,soc_1800,soc_2400,terminal_proxy_soc_0000,terminal_proxy_soc_0600,terminal_proxy_soc_1200,terminal_proxy_soc_1800
2025-02-01,39404.24616495863,0.0,-1641.159383521002,0.0,37763.08678143763,65596.62843113228,59783.941307028756,0.0,5812.68712410353,0.0,0.0,25440.091508715348,9941.525605158242,9975.851740178176,6000.0,10232.240740740739,10800.0,10800.0,3863.093333333336,1200.0,1200.0,1200.0,1200.0
2025-02-02,66896.09751574749,0.0,-1239.9727119858799,41.3719163949453,65697.49672015656,101592.41507544297,96782.51052303339,0.0,4809.904552409586,0.0,19.179518220857062,16643.671288613663,16490.598008973262,14688.857206332683,3863.093333333336,10799.999999999873,9686.077597281674,10800.0,2383.679089928512,1200.0,1200.0,1200.0,1200.0
2025-02-03,60964.42109923952,66.8078121195418,-2547.817724266397,1098.8492944409545,59582.260481533616,95580.1925077695,88447.95627442055,54.34016129321333,7186.576394642177,108.68032258642597,260.7875340365312,5206.558960816193,21285.753665732263,18000.485318091374,2383.679089928512,10794.732357355737,7750.333930040848,10800.0,1540.3181467638008,1200.0,1200.0,1200.0,1200.0
2025-02-04,62899.7442620635,0.0,-2444.944554890785,524.5012097304995,60979.30091690321,98360.65329170058,91509.81626514372,0.0,6850.837026556868,0.0,188.89519699266842,6073.952012279294,22838.936008738026,18409.040508880935,1540.3181467638008,10800.0,7743.220638036471,10793.980222051616,1640.8711003158774,1200.0,1200.0,1200.0,1200.0
2025-02-05,58241.74058478955,1.2379504482851187e-09,-877.7899575361522,1237.2707740211933,58601.22140127583,92041.07988515357,89769.01283765276,8.368488124688156e-10,2272.067047501646,1.6739249986130744e-09,277.70648806491374,5195.150375046348,22793.78943894353,18690.647471605556,1640.8711003158774,10781.23417490513,6746.302612880497,10798.164392440609,1387.8955158033305,1200.0,1200.0,1200.0,1200.0
2025-02-06,62753.22104665416,0.0,-3248.345653062318,591.3610094039925,60096.23640299583,98282.58562305817,89347.52307140984,0.0,8935.06255164833,0.0,157.7404449895513,4676.976494815942,23038.464156635117,18481.234351718333,1387.8955158033305,10799.999999999996,7473.92824322506,10800.0,1587.8084215323456,1200.0,1200.0,1200.0,1200.0
2025-02-07,31400.775175473707,0.0,-1764.499020051108,0.0,29636.276155422598,56955.96967769871,50630.43498099948,0.0,6325.534696699225,0.0,0.0,14712.805187079863,17363.525251795327,13251.575124542369,1587.8084215323456,10250.77037037037,8919.79857998172,10546.280602360332,2491.008787545515,1200.0,1200.0,1200.0,1200.0
